Product Name (English),Product Status,Product Token,Product Type,Description (English),Selling Method,Case Size,Minimum Order Quantity,Item Weight,Item Weight Unit,Item Length,Item Width,Item Height,Item Dimensions Unit,Packaged Weight,Packaged Weight Unit,Packaged Length,Packaged Width,Packaged Height,Packaged Dimensions Unit,Option Status,SKU,GTIN,Option 1 Name,Option 1 Value,Option 2 Name,Option 2 Value,Option 3 Name,Option 3 Value,USD Unit Wholesale Price,USD Unit Retail Price,CAD Unit Wholesale Price,CAD Unit Retail Price,GBR Unit Wholesale Price,GBR Unit Retail Price,EUR Unit Wholesale Price,EUR Unit Retail Price,AUD Unit Wholesale Price,AUD Unit Retail Price,Option Image,Preorder,Ship By Date (YYYY-MM-DD),"Ship By End Date (if range, YYYY-MM-DD)",Deadline To Order (YYYY-MM-DD),Sell After Order By/Ship Date,Product Images,Made In Country,Tester Price (USD),Tester Price (CAD),Tester Price (GBP),Tester Price (EUR),Tester Price (AUD),Customizable,Customization Instructions,Customization Input Required,Customization Input Character Limit,Customization Minimum Order Quantity,Customization Charge Per Unit (USD),Customization Charge Per Unit (CAD),Customization Charge Per Unit (GBP),Customization Charge Per Unit (EUR),Customization Charge Per Unit (AUD),Continue selling when out of stock,On Hand Inventory,On Hand Inventory (Read Only),Restock Date,HS6 Tariff Code
Twas the Night Before Christmas - Box of 6,Published,p_qzgpppnfcc,Season's Greetings Card,"Each card was printed by hand on a vintage platen letterpress with hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. 
Folded note card and coordinating envelope, card comes packaged in a plastic box. 

A2 Size - 5 1/2""W x 4 1/4""H (A2 size).
Boxed set of 6",By the case,4,4,6.00,oz,,4.30,5.50,in,,,,,,,Published,1315-B,,,,,,,,$11.00,$22.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/4c00e48fdf1b96e91dd761081fb92033c24c2d33ba17dddd47bc5ec64e65b9a0.jpeg https://cdn.faire.com/fastly/5ce421ea6a080674a2cb0a23f912c0a98beb21105698eb7da6f3accf685aab36.jpeg https://cdn.faire.com/fastly/8b5afe897fc333305e6db4835fa65c11df38d7369b2c2bde6c36279f9da382d8.jpeg,United States,,,,,,No,,,,,,,,,,Yes,192,192,,490900
Happy Holidays Llama - box of 6,Published,p_m6g74egg6z,Season's Greetings Card,"Each card was printed by hand on a vintage platen letterpress with hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. 
Folded note card and coordinating envelope, cards come in a plastic box. 

Boxed Set of 6
A2 Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,4,4,6.00,oz,,4.30,5.50,in,,,,,,,Published,H403,,,,,,,,$11.00,$22.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/02a0952425509300c9a6a421c13e2c241ebf7466331f5364a8a4f7f4dfdd7911.jpeg https://cdn.faire.com/fastly/788ecddc21dccb4df24a568b73eea707dd150b041894697e45aa8677f10248c6.jpeg https://cdn.faire.com/fastly/1d8540400679f841d441f58b67bb5a742314b8419c4fa258cee7a6037574e699.jpeg https://cdn.faire.com/fastly/d4f3375360b2da53d4095393de9ca348c1d18c4e282bdd43932fe3bba10a1265.jpeg https://cdn.faire.com/fastly/7a76ff94b54e0418c5e8d9757e0a5e6d26d8252dbe42d28e302b166fc97361e5.jpeg,United States,,,,,,No,,,,,,,,,,Yes,196,196,,490900
Holiday Joy - box of 6,Published,p_y2q2zwsxv4,Season's Greetings Card,"Each card was printed by hand on a vintage platen letterpress with hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. 
Folded note card and coordinating envelope, cards come in a plastic box. 

Boxed Set of 6
A2 Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,4,4,6.00,oz,,4.30,5.50,in,,,,,,,Published,H412-6,,,,,,,,$11.00,$22.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/4d6adacfb2b79790995fea8a17279b63577b1c3e4431c4718395d2f35cd042e9.jpeg https://cdn.faire.com/fastly/07dacd1d0c503008218e6a87657be44d58bc713bf8b9cc2f3fd23d4c6b59bb61.jpeg https://cdn.faire.com/fastly/6e29f0c64974bbcc5796628d2324a12b60d4eacddeeee8af59b20db4e5859bf8.jpeg https://cdn.faire.com/fastly/a2d93fb328d930ec285b5312a3a2d0e14a98c649a86aeb0541837bd55bdb7655.jpeg https://cdn.faire.com/fastly/4fc681c9af5f2004c0d734801558e0f715219bd907f563ae024dbd2b7810af66.jpeg https://cdn.faire.com/fastly/36c422be3da416270b8eb85f66ce96cad6c722e8003c986c8d51876a0af3ef81.jpeg,United States,,,,,,No,,,,,,,,,,Yes,192,192,,490900
Beary Christmas - box of 6,Published,p_kzs5vnamv7,Season's Greetings Card,"Each card was printed by hand on a vintage platen letterpress with hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. 
Folded note card and coordinating envelope, cards come in a plastic box. 

Boxed Set of 6
A2 Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,4,4,6.00,oz,,4.30,5.50,in,,,,,,,Published,1314,,,,,,,,$11.00,$22.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/4878aaf7cf59f1c7f5256e0075d6526f9143fda0de3346a7b4f46629bb996343.jpeg https://cdn.faire.com/fastly/4b2668aa26f2ef790589da9fd7b86d335e57816f5125d58a6269b09b4bfd2c69.jpeg https://cdn.faire.com/fastly/f23d53157b4300563700161d1f7f82629fbdb043a767b494b1b4bdc129183b20.jpeg https://cdn.faire.com/fastly/41bc26c34793a59550100e43be04e8c4c7631b43aaafd290c4d23b25b2abfbfb.jpeg https://cdn.faire.com/fastly/e51dde0fd162df15c0462baeb325d298a10cf7cb00afd680094a5afc5a28cefe.jpeg https://cdn.faire.com/fastly/936d654520957ea8e086a60c4b2bfbb1fc3ece210c81c341b5c4a79bcab3f30c.jpeg,United States,,,,,,No,,,,,,,,,,Yes,200,200,,490900
Happy Holidays Llama,Published,p_buw7yyj6gp,Christmas Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,H403,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/7a76ff94b54e0418c5e8d9757e0a5e6d26d8252dbe42d28e302b166fc97361e5.jpeg https://cdn.faire.com/fastly/d4f3375360b2da53d4095393de9ca348c1d18c4e282bdd43932fe3bba10a1265.jpeg,United States,,,,,,No,,,,,,,,,,Yes,164,164,,490900
Happy Birthday Lavender - letterpress card,Published,p_4ycf0zse,Birthday Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1202,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/77e525e1deebc3c4f354144ede80f8dea0e8bff3d573fe167620dee3a64b9660.jpeg https://cdn.faire.com/res/hszgttpjt/image/upload/e8d6cf7dba8e584368c8882dc9a1721b2157aaaaecac0acb7a1aebcb391f7764/1540983779.jpg,United States,,,,,,No,,,,,,,,,,Yes,92,92,,490900
Good Luck Cat - letterpress card,Published,p_5m6h5x46n8,Goodbye Card,"Each card was printed by hand on a vintage platen letterpress with hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. 
Folded note card and coordinating envelope, card comes packaged in a clear sleeve. 

A2 Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1344,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/7f452a7c94ddf1bbd911ff7b7acd6a8ceba97d8df00c617213c8aa8f876891dc.jpeg https://cdn.faire.com/fastly/ed71092d5d76449459e7df055cfc76c3c6354082771fa283c665d5dc842dc106.jpeg https://cdn.faire.com/fastly/4747e8d80b6e55f2a0095eacb4ace953209ac3fe94b7588ce85f17b4e944ba7b.jpeg,United States,,,,,,No,,,,,,,,,,Yes,152,152,,490900
Anniversary Hearts - letterpress card,Published,p_35cdv5yqhq,Anniversary Card,"Each card was printed by hand on a vintage platen letterpress with hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. 
Folded note card and coordinating envelope, card comes packaged in a clear sleeve. 

A2 Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1343,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/d115237b89fd980b0c419491eebfa2ae30eddcb69feaa13a7028b102a5b02d08.jpeg https://cdn.faire.com/fastly/53d4ab667a48745cc60c9625be3ac1f10f6025c1dd485622fc3dadacf02a454c.jpeg,United States,,,,,,No,,,,,,,,,,Yes,128,128,,490900
Holiday Cheer - box of 6,Published,p_wrug62zg5x,Season's Greetings Card,"Each card was printed by hand on a vintage platen letterpress with hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. 
Folded note card and coordinating envelope, cards come in a plastic box. 

Boxed Set of 6
A2 Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,4,4,6.00,oz,,4.30,5.50,in,,,,,,,Published,1316,,,,,,,,$11.00,$22.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/1647f07d948e9e3e5c6cb91593862256107ab51eef8162f9fb5f6781cf399452.jpeg https://cdn.faire.com/fastly/2ee680e67ee2abc83340649ca719cc56f552c03153ca92aca57647f962373740.jpeg https://cdn.faire.com/fastly/68fffc00b629746a21f968c5d052b10705d329348adca7c55bd6ad47dc20fa1c.jpeg https://cdn.faire.com/fastly/a023bbfc60f0ea5a421de7f13a4b998fcfd6cb7fa6729626e3843cd3cb9ce457.jpeg https://cdn.faire.com/fastly/311309088cb27c080202af366070bb0603d6ee3c801b4d0746776f6d2303b341.jpeg https://cdn.faire.com/fastly/47ed256500c22b6f5fb64c2a0ae3026f209d5ea3a87697327a7a10f76235a235.jpeg,United States,,,,,,No,,,,,,,,,,Yes,196,196,,490900
Heart Christmas Tree - box of 6,Published,p_4s2bepamd6,Christmas Card,"Each card was printed by hand on a vintage platen letterpress with hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. 
Folded note card and coordinating envelope, cards come in a plastic box. 

Boxed Set of 6
A2 Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,4,4,6.00,oz,,4.30,5.50,in,,,,,,,Published,1313,,,,,,,,$11.00,$22.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/a86504a94358cad0c04ed5d438a4f28ee96d7aae0b6d675e67b86f2ffed57dfc.jpeg https://cdn.faire.com/fastly/06f313dbfe0d76cee6868a20fa901f97e5b650428d02c4988a7b98c569b92c33.jpeg https://cdn.faire.com/fastly/61cbb2556b84a11c796377d966327cbf02c7e6bc8cc2f7b293940f348af3f8dd.jpeg https://cdn.faire.com/fastly/01104c7dc7fcfedd7ab81d5e1c3ac1c16a891fece3262854845554a987c7e782.jpeg https://cdn.faire.com/fastly/954132fc07f453fae311a8bf11bedd7bf1f0597e6a8665db683eb44ee55d923b.jpeg https://cdn.faire.com/fastly/83d212f0f2071f2e3da9e4dae1c39de61194e469e29465c49e3403c95117ea1e.jpeg,United States,,,,,,No,,,,,,,,,,Yes,192,192,,490900
Dog Holiday - box of 6,Published,p_xumb5hf28w,Christmas Card,"Each card was printed by hand on a vintage platen letterpress with hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. 
Folded note card and coordinating envelope, cards come in a plastic box. 

Boxed Set of 6
A2 Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,4,4,6.00,oz,,4.30,5.50,in,,,,,,,Published,1312,,,,,,,,$11.00,$22.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/cf8afb29ab44ebdc5a8a5db909b05bf7388f34a67c6978df273da1b59b0c7974.jpeg https://cdn.faire.com/fastly/65643f9516cb9b1b03d9cfa633c06a10fb1bd5e83ec66c545f073a89a8b033d6.jpeg https://cdn.faire.com/fastly/1a1bf1e73a0dd4e2648ed078d2b5ce97e7c069c0388d52e2376868ce718b94a2.jpeg https://cdn.faire.com/fastly/714c717ccfafb4c3ec05810118952b9ee69a875b350d8141ff39824bb618b489.jpeg https://cdn.faire.com/fastly/6136eb2d58402b22986402e9bca9406ba5c997f94a7a55ba0d111a3aaea29867.jpeg https://cdn.faire.com/fastly/8058625e047bd9556e55ac46309967127ee99cee59101fddce7e58bded940cb4.jpeg https://cdn.faire.com/fastly/637e928592d7610c27238fd0de62264d1ab426431c065f4b3452bd9663f766ba.jpeg,United States,,,,,,No,,,,,,,,,,Yes,200,200,,490900
Mother's Day French Floral - letterpress card,Unpublished,p_hs5uhahe3u,Mother's Day Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Unpublished,1088,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/f7a492b9305413171bb0d4f8620dc0f8d0a2a475075247623910f8f723cb5d0d.jpeg https://cdn.faire.com/fastly/380c31501374b4d15580152c4533a1175c3758b59628a4214f8561576cff023f.jpeg,United States,,,,,,No,,,,,,,,,,Yes,200,200,,490900
Happy Mother's Day Cat - letterpress card,Unpublished,p_7dh8jk8efk,Mother's Day Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Unpublished,1302,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/f1b6c50180653f0a496645bcd5ff842c5ef3b449e22fcb44aab8ce8aa3ecf5ca.jpeg https://cdn.faire.com/fastly/b6ad8dd8450a32d9187fc442755cd6aa2bcbcbdfdb646dd5becc234514dad1cb.jpeg https://cdn.faire.com/fastly/85b1fc761e291e2fed27133222e87beb2bab94e74e9c38e4e8ba2acf38ed801f.jpeg,United States,,,,,,No,,,,,,,,,,Yes,170,170,,490900
Happy Mother's Day Tea - letterpress card,Unpublished,p_fatp7c2r93,Mother's Day Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Unpublished,1301,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/c3722fb14793abde1af67b96d587f10ac36d157b419c46a050cfc0cde6387768.jpeg https://cdn.faire.com/fastly/a2de1b505b39dd440d2a0f7785703f8c73d9d9c7f0cd312327c6dc792fa20d7d.jpeg,United States,,,,,,No,,,,,,,,,,Yes,140,140,,490900
Bar Mitzvah Boombox - letterpress card,Published,p_ay4c0kst5k,Bar/Bat-Mitzvah Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1277,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/166a68695c2001cd76c559260782b9e0142b89da033268e01c61ae1c09b064de.jpeg https://cdn.faire.com/fastly/22ea5bb80f3a27b4b4a26f2102916c2852812e882b0140cd8b1260efbd4702b2.jpeg,United States,,,,,,No,,,,,,,,,,Yes,-10,-10,,490900
Happy Birthday Sweetie Pie - letterpress card,Published,p_dvhlwqf3,Birthday Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1114,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/53eccd8cfc5ffbad710e78b4923a3d96154fda410ac082b3467d6aaab2a3ba3d/1540983550.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/0bec99d02a5c18d345dcf8bbcf533e53151d4598454160b00e29cf2aa2abde52/1540983550.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/a0cdb4ebf76adbc6085b899c509c3209d7384d9919989ab28d3a7bf223a828e5/1540983550.jpg,United States,,,,,,No,,,,,,,,,,Yes,188,188,,490900
Happy Birthday Gorgeous - letterpress card,Published,p_d5puw371,Birthday Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1200,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/1de6dcdb52fde0c88dc96d7dee21dde403db6f75c514d8a16149a8db223a10e7/1540981943.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/3f11f28a1a464f9588b222260bf24b638bd866a4ecac1c17afe2e5e076059320/1540981943.jpg,United States,,,,,,No,,,,,,,,,,Yes,12,12,,490900
Merry Christmas Yarn Wreath - letterpress card,Published,p_76b9p5ar2v,Christmas Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,280,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/a4663c2c8f45c8081493edadade3c8a20f43a00a7b5026dc774c41766cd92d7a.jpeg,United States,,,,,,No,,,,,,,,,,Yes,194,194,,490900
Happy Birthday Rose & Dots - letterpress card,Published,p_s5jaqf2uy5,Birthday Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1169,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/ffe8287d6b63704a9818d2b56f3302429dd69406295c612cccab3f293d214624.jpeg,United States,,,,,,No,,,,,,,,,,Yes,200,200,,490900
Happy Birthday Zig Zag - letterpress card,Unpublished,p_vxnq4ntqxa,Birthday Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Unpublished,1075,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/84789473998dedcae798784b6aa4a398f9a4427cee184bab1a59d27d18ff4e14.jpeg,United States,,,,,,No,,,,,,,,,,Yes,200,200,,490900
Happy New Year Dove - box of 6,Published,p_ubv9pe3wgd,New Year's Card,"Each card was printed by hand on a vintage platen letterpress with hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. 
Folded note card and coordinating envelope, cards come in a plastic box. 

Boxed Set of 6
A2 Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,4,4,6.00,oz,,4.30,5.50,in,,,,,,,Published,1318,,,,,,,,$11.00,$22.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/3005cdc243d1068320fadb30d3e36183beef7665781cdb9a865a9609b4fa9fb6.jpeg https://cdn.faire.com/fastly/5b1117a00f0393546d801717d3d88f45e377b0e02b94b06b40405a88569cbc6e.jpeg https://cdn.faire.com/fastly/2dbd060e971d66fe4089ad1e81c9f49df4ff044d03c8c4eac32f8eb4458c2e68.jpeg https://cdn.faire.com/fastly/7fc59e530932a06466ffbd9598c3b94ea30d6ea377dd66b82853325855bf5a2c.jpeg https://cdn.faire.com/fastly/9280da16700d34c4f1cc3092853e56ffa4aee2d5734dae120bb69022727fae1c.jpeg https://cdn.faire.com/fastly/5b87d53f350bd773728ab74ee086986b9b7fe5743c27c673243220a619e3a4c8.jpeg,United States,,,,,,No,,,,,,,,,,Yes,192,192,,490900
Dad Super Hero - letterpress card,Unpublished,p_2yhckkvtje,Father's Day Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Unpublished,1305,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/337715b6456687785945b277c50a5da33d842700678ea94b74e6d44d8f7087f5.jpeg https://cdn.faire.com/fastly/f39c5bdf9749c1d5476083e7104d1ab1f00fff451e9a0c7fcc29f3107321a9b9.jpeg,United States,,,,,,No,,,,,,,,,,Yes,194,194,,490900
We Love You Tons Dad - letterpress card,Unpublished,p_dmdyn4hs5d,Father's Day Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Unpublished,1303,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/05b0e7a2c652519e5371aa58ca2c7be4c53d0cf87be971a7d102caac785f21ab.jpeg https://cdn.faire.com/fastly/63d48f583a2936669fc33cc688abfb5a821c277f703127c8a6eb61a1e6b8d662.jpeg,United States,,,,,,No,,,,,,,,,,Yes,176,176,,490900
Father's Day Frame - letterpress card,Unpublished,p_jnbvxj5ww9,Father's Day Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Unpublished,1286,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/950f2eb9065ae753aad54e15b14df24925cdaef83ecc9824d08138151f86174b.jpeg,United States,,,,,,No,,,,,,,,,,Yes,200,200,,490900
Father's Day Great Outdoors - letterpress card,Unpublished,p_qb6xkgr3vk,Father's Day Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Unpublished,1285,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/578932d44cb2f938c67a12bb2b018b1cfe6ae837c7015ffe03a575cf074a7545.jpeg,United States,,,,,,No,,,,,,,,,,Yes,170,170,,490900
Cheers Dad Martini - letterpress card,Unpublished,p_yzpq9eypk3,Father's Day Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Unpublished,1224,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/53e62002303a8a09a0eb0dabcc9bd0135e6dd4eb2493c15da1075014d2f1aeb8.jpeg,United States,,,,,,No,,,,,,,,,,Yes,188,188,,490900
Thank You Heart Mom - letterpress card,Unpublished,p_c64yu53dbf,Mother's Day Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Unpublished,1059,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/59ab4272d7adf06af8bf799339904f1a7fccf1bec5b9e006ea0d4de29fa15799.jpeg,United States,,,,,,No,,,,,,,,,,Yes,200,200,,490900
Mother’s Day Jar of Hearts - letterpress card,Unpublished,p_t5js2rtmvd,Mother's Day Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Unpublished,1104,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/375e7381e29a8984cede97b495d73c1d112668842d72342ab48ace80891f6ad7.jpeg,United States,,,,,,No,,,,,,,,,,Yes,182,182,,490900
I Love You Mom - letterpress card,Unpublished,p_zxzwrgemwr,Mother's Day Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Unpublished,1284,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/8e8dc2d091ac2aa767c6acfba901223a63f2b12e0cad4c430abe56c9ef2ddf89.jpeg,United States,,,,,,No,,,,,,,,,,Yes,164,164,,490900
Mother's Day Owl - letterpress card,Unpublished,p_6ndn2y8usd,Mother's Day Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Unpublished,1282,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/2da9bd82f6934c02e4a78f97795da4c31c4cfe6223b8d61c0b5f0ad60916c692.jpeg,United States,,,,,,No,,,,,,,,,,Yes,188,188,,490900
Happy Mother's Day Frame - letterpress card,Unpublished,p_ra9yfuugwa,Mother's Day Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Unpublished,1283,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/2d622040daee4c280cd4613505ebcdbc7c0f486eac713fdcc0d4b225e15e4ba2.jpeg,United States,,,,,,No,,,,,,,,,,Yes,200,200,,490900
